,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
602,980.mp4,1,"[[1.         0.97073118 0.97270054 ... 0.         0.         0.        ]
 [0.97073118 1.         0.99723636 ... 0.         0.         0.        ]
 [0.97270054 0.99723636 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97073118 0.97270054 ... 0.         0.         0.        ]
 [0.97073118 1.         0.99723636 ... 0.         0.         0.        ]
 [0.97270054 0.99723636 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[134 223 181 ...  54  92  92]
 [141 224 183 ...  46  85  83]
 [139 223 181 ...  46  85  83]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
603,982.mp4,0,"[[1.         0.97625209 0.97073739 ... 0.         0.         0.        ]
 [0.97625209 1.         0.99415184 ... 0.         0.         0.        ]
 [0.97073739 0.99415184 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97625209 0.97073739 ... 0.         0.         0.        ]
 [0.97625209 1.         0.99415184 ... 0.         0.         0.        ]
 [0.97073739 0.99415184 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[187  56 237 ...  73 129 138]
 [174  49 209 ...  83 134 152]
 [168  43 197 ...  77 132 151]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
604,985.mp4,0,"[[1.         0.98954089 0.98247193 ... 0.         0.         0.        ]
 [0.98954089 1.         0.99266757 ... 0.         0.         0.        ]
 [0.98247193 0.99266757 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98954089 0.98247193 ... 0.         0.         0.        ]
 [0.98954089 1.         0.99266757 ... 0.         0.         0.        ]
 [0.98247193 0.99266757 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[105 225 140 ... 139 215 189]
 [109 232 148 ... 142 212 189]
 [119 247 166 ... 127 204 178]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
605,986.mp4,1,,,,
606,987.mp4,1,"[[1.         0.99812265 0.99535763 ... 0.98843065 0.98944695 0.98812192]
 [0.99812265 1.         0.993301   ... 0.99047548 0.99113998 0.99029186]
 [0.99535763 0.993301   1.         ... 0.98569843 0.98706429 0.98531679]
 ...
 [0.98843065 0.99047548 0.98569843 ... 1.         0.9995246  0.99964191]
 [0.98944695 0.99113998 0.98706429 ... 0.9995246  1.         0.99917609]
 [0.98812192 0.99029186 0.98531679 ... 0.99964191 0.99917609 1.        ]]","[[1.         0.99812265 0.99535763 ... 0.98843065 0.98944695 0.98812192]
 [0.99812265 1.         0.993301   ... 0.99047548 0.99113998 0.99029186]
 [0.99535763 0.993301   1.         ... 0.98569843 0.98706429 0.98531679]
 ...
 [0.98843065 0.99047548 0.98569843 ... 1.         0.9995246  0.99964191]
 [0.98944695 0.99113998 0.98706429 ... 0.9995246  1.         0.99917609]
 [0.98812192 0.99029186 0.98531679 ... 0.99964191 0.99917609 1.        ]]","[[134 195 162 ... 238  10   9]
 [134 194 161 ... 238   9   9]
 [134 191 162 ... 236   9   6]
 ...
 [141 198 169 ... 238  11   7]
 [141 198 169 ... 238  11   7]
 [140 198 168 ... 239  11   7]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
607,988.mp4,1,"[[1.         0.98523363 0.98677185 ... 0.         0.         0.        ]
 [0.98523363 1.         0.98966946 ... 0.         0.         0.        ]
 [0.98677185 0.98966946 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98523363 0.98677185 ... 0.         0.         0.        ]
 [0.98523363 1.         0.98966946 ... 0.         0.         0.        ]
 [0.98677185 0.98966946 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[103 182 144 ... 190 239 224]
 [102 182 141 ... 190 242 227]
 [ 99 180 138 ... 191 241 226]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
608,990.mp4,1,"[[1.         0.9999987  0.9613735  ... 0.87739683 0.87670188 0.87449828]
 [0.9999987  1.         0.96137403 ... 0.87740655 0.87671034 0.87450526]
 [0.9613735  0.96137403 1.         ... 0.85637609 0.8550343  0.85115881]
 ...
 [0.87739683 0.87740655 0.85637609 ... 1.         0.99130334 0.97872559]
 [0.87670188 0.87671034 0.8550343  ... 0.99130334 1.         0.97796583]
 [0.87449828 0.87450526 0.85115881 ... 0.97872559 0.97796583 1.        ]]","[[1.         0.9999987  0.9613735  ... 0.87739683 0.87670188 0.87449828]
 [0.9999987  1.         0.96137403 ... 0.87740655 0.87671034 0.87450526]
 [0.9613735  0.96137403 1.         ... 0.85637609 0.8550343  0.85115881]
 ...
 [0.87739683 0.87740655 0.85637609 ... 1.         0.99130334 0.97872559]
 [0.87670188 0.87671034 0.8550343  ... 0.99130334 1.         0.97796583]
 [0.87449828 0.87450526 0.85115881 ... 0.97872559 0.97796583 1.        ]]","[[170 217 195 ... 148 177 176]
 [170 217 195 ... 148 177 176]
 [168 219 191 ... 150 185 189]
 ...
 [158 187 168 ... 180 191 189]
 [159 188 168 ... 181 193 190]
 [157 186 167 ... 178 190 186]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
609,991.mp4,1,"[[1.         0.99801    0.99019551 ... 0.         0.         0.        ]
 [0.99801    1.         0.99127424 ... 0.         0.         0.        ]
 [0.99019551 0.99127424 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99801    0.99019551 ... 0.         0.         0.        ]
 [0.99801    1.         0.99127424 ... 0.         0.         0.        ]
 [0.99019551 0.99127424 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[123 203 167 ... 234  21  17]
 [125 204 168 ... 235  20  18]
 [124 204 168 ... 233  21  16]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
610,992.mp4,1,"[[1.         0.99493957 0.99735029 ... 0.         0.         0.        ]
 [0.99493957 1.         0.99769214 ... 0.         0.         0.        ]
 [0.99735029 0.99769214 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99493957 0.99735029 ... 0.         0.         0.        ]
 [0.99493957 1.         0.99769214 ... 0.         0.         0.        ]
 [0.99735029 0.99769214 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[175 222 203 ... 229   0   7]
 [176 223 203 ... 228   1   7]
 [176 224 201 ... 228   2   8]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
611,993.mp4,0,"[[1.         0.99254343 0.98451852 ... 0.         0.         0.        ]
 [0.99254343 1.         0.98812041 ... 0.         0.         0.        ]
 [0.98451852 0.98812041 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99254343 0.98451852 ... 0.         0.         0.        ]
 [0.99254343 1.         0.98812041 ... 0.         0.         0.        ]
 [0.98451852 0.98812041 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[137 209 172 ... 171 201 200]
 [136 208 170 ... 172 204 199]
 [133 206 166 ... 173 206 203]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
612,994.mp4,0,"[[1.         0.97804642 0.9721157  ... 0.96510831 0.96501787 0.97665035]
 [0.97804642 1.         0.9939482  ... 0.97738596 0.98331194 0.98138088]
 [0.9721157  0.9939482  1.         ... 0.97047708 0.97770989 0.97361519]
 ...
 [0.96510831 0.97738596 0.97047708 ... 1.         0.99545564 0.99153025]
 [0.96501787 0.98331194 0.97770989 ... 0.99545564 1.         0.99145958]
 [0.97665035 0.98138088 0.97361519 ... 0.99153025 0.99145958 1.        ]]","[[1.         0.97804642 0.9721157  ... 0.97665035 0.         0.        ]
 [0.97804642 1.         0.9939482  ... 0.98138088 0.         0.        ]
 [0.9721157  0.9939482  1.         ... 0.97361519 0.         0.        ]
 ...
 [0.97665035 0.98138088 0.97361519 ... 1.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[108 234 172 ...  77 117 113]
 [112 235 176 ...  65 106 100]
 [114 235 178 ...  65 105  99]
 ...
 [101 235 169 ... 106 164 153]
 [102 235 170 ... 108 165 155]
 [ 97 235 168 ... 108 170 159]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
613,995.mp4,1,"[[1.         0.99976317 0.9990621  ... 0.         0.         0.        ]
 [0.99976317 1.         0.99939476 ... 0.         0.         0.        ]
 [0.9990621  0.99939476 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99976317 0.9990621  ... 0.         0.         0.        ]
 [0.99976317 1.         0.99939476 ... 0.         0.         0.        ]
 [0.9990621  0.99939476 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[145 214 174 ...  19  59  59]
 [145 215 175 ...  20  60  60]
 [147 216 177 ...  19  60  59]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
614,996.mp4,0,"[[1.         0.99630146 0.93904796 ... 0.         0.         0.        ]
 [0.99630146 1.         0.93964548 ... 0.         0.         0.        ]
 [0.93904796 0.93964548 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99630146 0.93904796 ... 0.         0.         0.        ]
 [0.99630146 1.         0.93964548 ... 0.         0.         0.        ]
 [0.93904796 0.93964548 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[143  54 219 ... 121 189 195]
 [143  55 220 ... 121 190 195]
 [150  53 225 ... 118 177 175]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
615,997.mp4,1,"[[1.         0.9961178  0.99421739 ... 0.         0.         0.        ]
 [0.9961178  1.         0.9978868  ... 0.         0.         0.        ]
 [0.99421739 0.9978868  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9961178  0.99421739 ... 0.         0.         0.        ]
 [0.9961178  1.         0.9978868  ... 0.         0.         0.        ]
 [0.99421739 0.9978868  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[135 229 182 ...  25  61  61]
 [136 230 182 ...  24  61  61]
 [136 231 184 ...  23  60  59]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
616,998.mp4,0,"[[1.         0.99786985 0.98020056 ... 0.72849545 0.7213602  0.87452323]
 [0.99786985 1.         0.9776811  ... 0.72952974 0.72310913 0.8751602 ]
 [0.98020056 0.9776811  1.         ... 0.73119486 0.71935727 0.86073471]
 ...
 [0.72849545 0.72952974 0.73119486 ... 1.         0.93014881 0.7672963 ]
 [0.7213602  0.72310913 0.71935727 ... 0.93014881 1.         0.76373967]
 [0.87452323 0.8751602  0.86073471 ... 0.7672963  0.76373967 1.        ]]","[[1.         0.99786985 0.98020056 ... 0.         0.         0.        ]
 [0.99786985 1.         0.9776811  ... 0.         0.         0.        ]
 [0.98020056 0.9776811  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[212  59  13 ... 239  39  38]
 [211  60  14 ... 240  39  38]
 [215  56  23 ... 231  29  22]
 ...
 [191 247 214 ...   5  34  41]
 [ 16  71  47 ... 211 252 251]
 [ 15  65  42 ... 208 244 247]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
617,1002.mp4,1,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
618,1003.mp4,0,"[[1.         0.9969824  0.99771793 ... 0.         0.         0.        ]
 [0.9969824  1.         0.99956712 ... 0.         0.         0.        ]
 [0.99771793 0.99956712 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9969824  0.99771793 ... 0.         0.         0.        ]
 [0.9969824  1.         0.99956712 ... 0.         0.         0.        ]
 [0.99771793 0.99956712 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[131  22 203 ... 190 240 240]
 [133  23 206 ... 189 236 234]
 [132  22 205 ... 188 237 235]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
619,1004.mp4,0,"[[1.         0.99938419 0.99830785 ... 0.         0.         0.        ]
 [0.99938419 1.         0.99922063 ... 0.         0.         0.        ]
 [0.99830785 0.99922063 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99938419 0.99830785 ... 0.         0.         0.        ]
 [0.99938419 1.         0.99922063 ... 0.         0.         0.        ]
 [0.99830785 0.99922063 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[200  42 254 ... 153 206 213]
 [201  43 255 ... 153 207 212]
 [203  44   1 ... 152 206 209]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
620,1007.mp4,1,"[[1.         0.99819956 0.99676972 ... 0.         0.         0.        ]
 [0.99819956 1.         0.99920297 ... 0.         0.         0.        ]
 [0.99676972 0.99920297 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99819956 0.99676972 ... 0.         0.         0.        ]
 [0.99819956 1.         0.99920297 ... 0.         0.         0.        ]
 [0.99676972 0.99920297 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[105 210 160 ...  49 109 101]
 [105 210 159 ...  49 109 101]
 [105 210 159 ...  48 108 101]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
621,1008.mp4,1,"[[1.         0.99341911 0.98568904 ... 0.97756658 0.97814752 0.96281744]
 [0.99341911 1.         0.99329472 ... 0.98339258 0.97759168 0.96032173]
 [0.98568904 0.99329472 1.         ... 0.98492915 0.97148214 0.95506295]
 ...
 [0.97756658 0.98339258 0.98492915 ... 1.         0.9819651  0.96276377]
 [0.97814752 0.97759168 0.97148214 ... 0.9819651  1.         0.97805704]
 [0.96281744 0.96032173 0.95506295 ... 0.96276377 0.97805704 1.        ]]","[[1.         0.99341911 0.98568904 ... 0.97814752 0.96281744 0.        ]
 [0.99341911 1.         0.99329472 ... 0.97759168 0.96032173 0.        ]
 [0.98568904 0.99329472 1.         ... 0.97148214 0.95506295 0.        ]
 ...
 [0.97814752 0.97759168 0.97148214 ... 1.         0.97805704 0.        ]
 [0.96281744 0.96032173 0.95506295 ... 0.97805704 1.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[111 223 172 ...  29  95  85]
 [112 223 174 ...  26  92  82]
 [115 224 177 ...  27  92  81]
 ...
 [118 222 185 ...  36  93  75]
 [116 223 183 ...  40  95  80]
 [112 222 178 ...  46 100  86]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
622,1012.mp4,0,"[[1.         0.98640126 0.92545295 ... 0.         0.93683402 0.93615855]
 [0.98640126 1.         0.92370673 ... 0.         0.94126749 0.93665172]
 [0.92545295 0.92370673 1.         ... 0.         0.89438611 0.89503927]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.93683402 0.94126749 0.89438611 ... 0.         1.         0.98364229]
 [0.93615855 0.93665172 0.89503927 ... 0.         0.98364229 1.        ]]","[[1.         0.98640126 0.92545295 ... 0.         0.         0.        ]
 [0.98640126 1.         0.92370673 ... 0.         0.         0.        ]
 [0.92545295 0.92370673 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[160 234 201 ...  58 114 118]
 [160 238 201 ...  60 115 121]
 [158 248 203 ...  97 149 163]
 ...
 [  0   0   0 ...   0   0   0]
 [ 95 166 130 ...  89 138 138]
 [111 184 144 ...  85 137 141]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
623,1014.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[1.         0.98352061 0.9562958  ... 0.         0.         0.        ]
 [0.98352061 1.         0.9591039  ... 0.         0.         0.        ]
 [0.9562958  0.9591039  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
624,1015.mp4,0,"[[1.         0.97779248 0.96938231 ... 0.         0.         0.        ]
 [0.97779248 1.         0.94704826 ... 0.         0.         0.        ]
 [0.96938231 0.94704826 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97779248 0.96938231 ... 0.         0.         0.        ]
 [0.97779248 1.         0.94704826 ... 0.         0.         0.        ]
 [0.96938231 0.94704826 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[166  21 228 ... 169 235 230]
 [166  20 227 ... 172 239 233]
 [161  18 221 ... 166 233 230]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
