,Unnamed: 0,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
171,171,1867.mp4,0,"[[1.         0.99873958 0.99950849 ... 0.         0.         0.        ]
 [0.99873958 1.         0.99768829 ... 0.         0.         0.        ]
 [0.99950849 0.99768829 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99873958 0.99950849 ... 0.         0.         0.        ]
 [0.99873958 1.         0.99768829 ... 0.         0.         0.        ]
 [0.99950849 0.99768829 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[180  80 255 ... 249  73  77]
 [181  80 255 ... 247  71  75]
 [180  81   0 ... 249  74  78]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
172,172,187.mp4,0,"[[1.         0.99515649 0.98981689 ... 0.         0.         0.        ]
 [0.99515649 1.         0.99380876 ... 0.         0.         0.        ]
 [0.98981689 0.99380876 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99515649 0.98981689 ... 0.         0.         0.        ]
 [0.99515649 1.         0.99380876 ... 0.         0.         0.        ]
 [0.98981689 0.99380876 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[157 249 193 ... 239  48  32]
 [162 252 197 ... 243  46  34]
 [158 249 192 ... 243  49  34]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
173,173,1878.mp4,0,"[[1.         0.9979424  0.99616506 ... 0.         0.         0.        ]
 [0.9979424  1.         0.99895062 ... 0.         0.         0.        ]
 [0.99616506 0.99895062 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9979424  0.99616506 ... 0.         0.         0.        ]
 [0.9979424  1.         0.99895062 ... 0.         0.         0.        ]
 [0.99616506 0.99895062 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[136  44 204 ...   2  96  90]
 [136  45 204 ...   3  97  92]
 [134  44 201 ...   5  99  94]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
174,174,188.mp4,0,"[[1.         0.99563848 0.99632283 ... 0.         0.         0.        ]
 [0.99563848 1.         0.99958389 ... 0.         0.         0.        ]
 [0.99632283 0.99958389 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99563848 0.99632283 ... 0.         0.         0.        ]
 [0.99563848 1.         0.99958389 ... 0.         0.         0.        ]
 [0.99632283 0.99958389 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[136 228 179 ... 158 193 191]
 [136 227 179 ... 156 192 193]
 [135 227 178 ... 158 193 194]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
175,175,1883.mp4,0,"[[1.         0.99999897 0.97183958 ... 0.         0.         0.        ]
 [0.99999897 1.         0.97183823 ... 0.         0.         0.        ]
 [0.97183958 0.97183823 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99999897 0.97183958 ... 0.         0.         0.        ]
 [0.99999897 1.         0.97183823 ... 0.         0.         0.        ]
 [0.97183958 0.97183823 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[185 230 216 ... 154 178 181]
 [185 230 216 ... 154 178 181]
 [188 234 223 ... 158 183 184]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
176,176,1885.mp4,0,"[[1.         0.9817386  0.97745867 ... 0.         0.         0.        ]
 [0.9817386  1.         0.97277317 ... 0.         0.         0.        ]
 [0.97745867 0.97277317 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9817386  0.97745867 ... 0.         0.         0.        ]
 [0.9817386  1.         0.97277317 ... 0.         0.         0.        ]
 [0.97745867 0.97277317 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[173  73   3 ... 203  10   7]
 [167  64   4 ... 205  18   4]
 [174  69 247 ... 195   1   7]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
177,177,190.mp4,0,"[[1.         0.99973198 0.99823187 ... 0.98780658 0.98864016 0.98943687]
 [0.99973198 1.         0.99801305 ... 0.98764495 0.98849577 0.98977269]
 [0.99823187 0.99801305 1.         ... 0.98585996 0.98663947 0.98760675]
 ...
 [0.98780658 0.98764495 0.98585996 ... 1.         0.99964265 0.99719829]
 [0.98864016 0.98849577 0.98663947 ... 0.99964265 1.         0.99749141]
 [0.98943687 0.98977269 0.98760675 ... 0.99719829 0.99749141 1.        ]]","[[1.         0.99973198 0.99823187 ... 0.98780658 0.98864016 0.98943687]
 [0.99973198 1.         0.99801305 ... 0.98764495 0.98849577 0.98977269]
 [0.99823187 0.99801305 1.         ... 0.98585996 0.98663947 0.98760675]
 ...
 [0.98780658 0.98764495 0.98585996 ... 1.         0.99964265 0.99719829]
 [0.98864016 0.98849577 0.98663947 ... 0.99964265 1.         0.99749141]
 [0.98943687 0.98977269 0.98760675 ... 0.99719829 0.99749141 1.        ]]","[[128 216 173 ...   1  61  58]
 [128 216 173 ...   1  61  58]
 [129 216 173 ...   2  62  58]
 ...
 [135 223 178 ...   2  63  61]
 [135 223 178 ...   2  63  60]
 [134 222 175 ...   5  65  64]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
178,178,201.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
179,179,202.mp4,0,"[[1.         0.99718712 0.98413488 ... 0.97263379 0.9734572  0.97476248]
 [0.99718712 1.         0.98738435 ... 0.97362326 0.97497288 0.97599988]
 [0.98413488 0.98738435 1.         ... 0.97857497 0.97819864 0.97918912]
 ...
 [0.97263379 0.97362326 0.97857497 ... 1.         0.99714949 0.9966783 ]
 [0.9734572  0.97497288 0.97819864 ... 0.99714949 1.         0.99535777]
 [0.97476248 0.97599988 0.97918912 ... 0.9966783  0.99535777 1.        ]]","[[1.         0.99718712 0.98413488 ... 0.         0.         0.        ]
 [0.99718712 1.         0.98738435 ... 0.         0.         0.        ]
 [0.98413488 0.98738435 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[136 200 166 ... 233   8   8]
 [139 202 169 ... 229   7   9]
 [145 209 178 ... 227   6   9]
 ...
 [132 196 162 ... 235  11  16]
 [132 194 162 ... 235  11  15]
 [132 195 162 ... 234  12  16]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
180,180,206.mp4,0,"[[1.         0.99971833 0.99971833 ... 0.         0.         0.        ]
 [0.99971833 1.         0.99999942 ... 0.         0.         0.        ]
 [0.99971833 0.99999942 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99971833 0.99971833 ... 0.         0.         0.        ]
 [0.99971833 1.         0.99999942 ... 0.         0.         0.        ]
 [0.99971833 0.99999942 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[160  46 219 ... 144 211 216]
 [161  46 219 ... 145 211 215]
 [161  46 219 ... 145 211 215]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
181,181,21.mp4,0,"[[1.         0.99935673 0.99900402 ... 0.         0.         0.        ]
 [0.99935673 1.         0.99909306 ... 0.         0.         0.        ]
 [0.99900402 0.99909306 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99935673 0.99900402 ... 0.         0.         0.        ]
 [0.99935673 1.         0.99909306 ... 0.         0.         0.        ]
 [0.99900402 0.99909306 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[109 219 164 ... 174 218 217]
 [109 219 165 ... 174 217 216]
 [109 219 165 ... 172 215 215]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
182,182,212.mp4,0,"[[1.         0.99515649 0.98981689 ... 0.         0.         0.        ]
 [0.99515649 1.         0.99380876 ... 0.         0.         0.        ]
 [0.98981689 0.99380876 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99515649 0.98981689 ... 0.         0.         0.        ]
 [0.99515649 1.         0.99380876 ... 0.         0.         0.        ]
 [0.98981689 0.99380876 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[157 249 193 ... 239  48  32]
 [162 252 197 ... 243  46  34]
 [158 249 192 ... 243  49  34]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
183,183,214.mp4,0,"[[1.         0.99800453 0.98441476 ... 0.         0.         0.        ]
 [0.99800453 1.         0.98713623 ... 0.         0.         0.        ]
 [0.98441476 0.98713623 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99800453 0.98441476 ... 0.         0.         0.        ]
 [0.99800453 1.         0.98713623 ... 0.         0.         0.        ]
 [0.98441476 0.98713623 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[200   5 241 ...   5  40  43]
 [201   6 242 ...   5  40  43]
 [203   5 242 ...  10  48  49]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
184,184,215.mp4,0,"[[1.         0.99971717 0.98652882 ... 0.9787324  0.97744103 0.97639594]
 [0.99971717 1.         0.98714983 ... 0.97922193 0.97742878 0.97642248]
 [0.98652882 0.98714983 1.         ... 0.99148675 0.98365228 0.98276799]
 ...
 [0.9787324  0.97922193 0.99148675 ... 1.         0.98941461 0.98853144]
 [0.97744103 0.97742878 0.98365228 ... 0.98941461 1.         0.99909246]
 [0.97639594 0.97642248 0.98276799 ... 0.98853144 0.99909246 1.        ]]","[[1.         0.99971717 0.98652882 ... 0.9787324  0.97744103 0.97639594]
 [0.99971717 1.         0.98714983 ... 0.97922193 0.97742878 0.97642248]
 [0.98652882 0.98714983 1.         ... 0.99148675 0.98365228 0.98276799]
 ...
 [0.9787324  0.97922193 0.99148675 ... 1.         0.98941461 0.98853144]
 [0.97744103 0.97742878 0.98365228 ... 0.98941461 1.         0.99909246]
 [0.97639594 0.97642248 0.98276799 ... 0.98853144 0.99909246 1.        ]]","[[138 231 186 ...  82 128 130]
 [139 232 187 ...  81 128 129]
 [140 233 190 ...  78 122 120]
 ...
 [133 227 180 ...  64 118 117]
 [132 224 180 ...  62 112 109]
 [131 224 180 ...  63 112 109]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
185,185,224.mp4,0,"[[1.         0.99856422 0.99659003 ... 0.         0.         0.        ]
 [0.99856422 1.         0.99855009 ... 0.         0.         0.        ]
 [0.99659003 0.99855009 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99856422 0.99659003 ... 0.         0.         0.        ]
 [0.99856422 1.         0.99855009 ... 0.         0.         0.        ]
 [0.99659003 0.99855009 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[116 218 166 ...  34  90  89]
 [115 218 166 ...  33  90  86]
 [116 219 168 ...  30  88  85]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
186,186,226.mp4,0,"[[1.         0.99966006 0.99981538 ... 0.         0.         0.        ]
 [0.99966006 1.         0.99985334 ... 0.         0.         0.        ]
 [0.99981538 0.99985334 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99966006 0.99981538 ... 0.         0.         0.        ]
 [0.99966006 1.         0.99985334 ... 0.         0.         0.        ]
 [0.99981538 0.99985334 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[184 102   8 ...  25 154 129]
 [183 104   7 ...  28 157 132]
 [182 102   5 ...  27 156 132]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
187,187,228.mp4,0,"[[1.         0.99673773 0.96864172 ... 0.         0.         0.        ]
 [0.99673773 1.         0.96798586 ... 0.         0.         0.        ]
 [0.96864172 0.96798586 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99673773 0.96864172 ... 0.         0.         0.        ]
 [0.99673773 1.         0.96798586 ... 0.         0.         0.        ]
 [0.96864172 0.96798586 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[141 218 168 ... 230  10  26]
 [140 218 167 ... 231  11  28]
 [121 195 144 ... 218   5  16]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
188,188,23.mp4,0,"[[1.         0.99928538 0.9923126  ... 0.         0.         0.        ]
 [0.99928538 1.         0.99320069 ... 0.         0.         0.        ]
 [0.9923126  0.99320069 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99928538 0.9923126  ... 0.         0.         0.        ]
 [0.99928538 1.         0.99320069 ... 0.         0.         0.        ]
 [0.9923126  0.99320069 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[181 106   1 ...   6  79  87]
 [180 106   1 ...   6  78  87]
 [182 109   5 ...  11  91 100]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
189,189,234.mp4,0,"[[1.         0.95586417 0.94979816 ... 0.         0.         0.        ]
 [0.95586417 1.         0.99424687 ... 0.         0.         0.        ]
 [0.94979816 0.99424687 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.95586417 0.94979816 ... 0.         0.         0.        ]
 [0.95586417 1.         0.99424687 ... 0.         0.         0.        ]
 [0.94979816 0.99424687 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[194 105  37 ...  32 105 106]
 [193  96  51 ...  32 117 104]
 [189  94  49 ...  33 122 109]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
190,190,235.mp4,0,"[[1.         0.99773177 0.98329892 ... 0.         0.         0.        ]
 [0.99773177 1.         0.98068377 ... 0.         0.         0.        ]
 [0.98329892 0.98068377 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99773177 0.98329892 ... 0.         0.         0.        ]
 [0.99773177 1.         0.98068377 ... 0.         0.         0.        ]
 [0.98329892 0.98068377 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[142 218 181 ...  93 110 119]
 [142 218 181 ...  94 110 120]
 [143 220 180 ...  85 108 118]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
191,191,237.mp4,0,"[[1.         0.99801714 0.99297433 ... 0.97352604 0.97451722 0.97383145]
 [0.99801714 1.         0.99422509 ... 0.97394564 0.97418865 0.97402013]
 [0.99297433 0.99422509 1.         ... 0.97712742 0.97796212 0.97732172]
 ...
 [0.97352604 0.97394564 0.97712742 ... 1.         0.9978096  0.99926802]
 [0.97451722 0.97418865 0.97796212 ... 0.9978096  1.         0.99904897]
 [0.97383145 0.97402013 0.97732172 ... 0.99926802 0.99904897 1.        ]]","[[1.         0.99801714 0.99297433 ... 0.97352604 0.97451722 0.97383145]
 [0.99801714 1.         0.99422509 ... 0.97394564 0.97418865 0.97402013]
 [0.99297433 0.99422509 1.         ... 0.97712742 0.97796212 0.97732172]
 ...
 [0.97352604 0.97394564 0.97712742 ... 1.         0.9978096  0.99926802]
 [0.97451722 0.97418865 0.97796212 ... 0.9978096  1.         0.99904897]
 [0.97383145 0.97402013 0.97732172 ... 0.99926802 0.99904897 1.        ]]","[[181  46 249 ...  60 125 119]
 [182  46 249 ...  58 123 116]
 [178  44 244 ...  60 124 118]
 ...
 [195  61   4 ...  58 125 118]
 [194  62   7 ...  58 124 116]
 [195  61   6 ...  59 124 117]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
192,192,250.mp4,0,"[[1.         0.99999657 0.76972498 ... 0.         0.         0.        ]
 [0.99999657 1.         0.76977419 ... 0.         0.         0.        ]
 [0.76972498 0.76977419 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99999657 0.76972498 ... 0.         0.         0.        ]
 [0.99999657 1.         0.76977419 ... 0.         0.         0.        ]
 [0.76972498 0.76977419 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[169 228 200 ... 152 193 200]
 [169 228 200 ... 152 193 200]
 [166 212 185 ... 168 197 201]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
